text,label  
国有贤士而不用，非士之过，有国者之耻。孔子大圣也，诸侯莫能用，当小位于鲁，三月，不令而行，不禁而止，沛若时雨之灌万物，莫不兴起也。况乎位天下之本朝，而施圣主之德音教泽乎？今公卿处尊位，执天下之要，十有余年，功德不施于天下，而勤劳于百姓，百姓贫陋困穷，而私家累万金。此君子所耻，而伐檀所刺也。昔者，商鞅相秦，后礼让，先贪鄙，尚首功，务进取，无德厚于民，而严刑罚于国，俗日坏而民滋怨，故惠王烹菹其身，以谢天下。当此之时，亦不能论事矣。今执政患儒贫贱而多言，儒亦忧执事富贵而多患也。,儒家  
辩国家之政事，论执政之得失，何不徐徐道理相喻，何至切切如此乎！大夫难罢盐、铁者，非有私也，忧国家之用，边境之费也。诸生誾誾争盐、铁，亦非为己也，欲反之于古而辅成仁义也。二者各有所宗，时世异务，又安可坚任古术而非今之理也。且夫小雅非人，必有以易之。诸生若有能安集国中，怀来远方，使边境无寇虏之灾，租税尽为诸生除之，何况盐、铁、均输乎！所以贵术儒者，贵其处谦推让，以道尽人。今辩讼愕愕然，无赤、赐之辞，而见鄙倍之色，非所闻也。大夫言过，而诸生亦如之，诸生不直谢大夫耳。,法家  
夫山东天下之腹心，贤士之战场也。高皇帝龙飞凤举于宋、楚之间，山东子弟萧、曹、樊、郦、滕、灌之属为辅，虽即异世，亦既闳夭、太颠而已。禹出西羌，文王生北夷，然圣德高世，有万人之才，负迭群之任，出入都市，一旦不知返，数然后终于厮役而已。仆虽不生长京师，才驽下愚，不足与大议，窃以所闻闾里长老之言，往者，常民衣服温暖而不靡，器质朴牢而致用，衣足以蔽体，器足以便事，马足以易步，车足以自载，酒足以合欢而不湛，乐足以理心而不淫，入无宴乐之闻，出无佚游之观，行即负嬴，止则锄耘，用约而财饶，本修而民富，送死哀而不华，养生适而不奢，大臣正而无欲，执政宽而不苛；故黎民宁其性，百吏保其官。建元之始，崇文修德，天下乂安。其后，邪臣各以伎艺，亏乱至治，外障山海，内兴诸利。杨可告缗，江充禁服，张大夫革令，杜周治狱，罚赎科适，微细并行，不可胜载。夏兰之属妄搏，王温舒之徒妄杀，残吏萌起，扰乱良民。当此之时，百姓不保其首领，豪富莫必其族姓。圣主觉焉，乃刑戮充等，诛灭残贼，以杀死罪之怨，塞天下之责，然居民肆然复安。然其祸累世不复，疮痍至今未息。故百官尚有残贼之政，而强宰尚有强夺之心。大臣擅权而击断，豪猾多党而侵陵，富贵奢侈，贫贱篡杀，女工难成而易弊，车器难就而易败，车不累■，器不终岁，一车千石，一衣十钟。常民文杯画案，机席缉■，婢妾衣纨履丝，匹庶粺饭肉食，里有俗，党有场，康庄驰逐，穷巷蹋鞠，秉耒抱臿，躬耕身织者寡，聚要敛容、傅白黛青者众。无而为有，贫而强夸，文表无里，纨■枲装，生不养，死厚送，葬死殚家，遣女满车，富者欲过，贫者欲及，富者空减，贫者称贷。是以民年急而岁促，贫即寡耻，乏即少廉，此所以刑非诛恶而奸犹不止也。故国有严急之征，即生散不足之疾矣。,儒家
吾以贤良为少愈，乃反其幽明，若胡车相随而鸣。诸生独不见季夏之螇乎？音声入耳，秋至而声无。者生无易由言，不顾其患，患至而后默，晚矣。,法家
孔子读史记，喟然而叹，伤正德之废，君臣之危也。夫贤人君子，以天下为任者也。任大者思远，思远者忘近。诚心闵悼，恻隐加尔，故忠心独而无累。此诗人所以伤而作，比干、子胥遗身忘祸也。其恶劳人若斯之急，安能默乎？诗云：‘忧心如惔，不敢戏谈。’孔子栖栖，疾固也。墨子遑遑，闵世也。,儒家
夫山东天下之腹心，贤士之战场也。高皇帝龙飞凤举于宋、楚之间，山东子弟萧、曹、樊、郦、滕、灌之属为辅，虽即异世，亦既闳夭、太颠而已。禹出西羌，文王生北夷，然圣德高世，有万人之才，负迭群之任，出入都市，一旦不知返，数然后终于厮役而已。仆虽不生长京师，才驽下愚，不足与大议，窃以所闻闾里长老之言，往者，常民衣服温暖而不靡，器质朴牢而致用，衣足以蔽体，器足以便事，马足以易步，车足以自载，酒足以合欢而不湛，乐足以理心而不淫，入无宴乐之闻，出无佚游之观，行即负嬴，止则锄耘，用约而财饶，本修而民富，送死哀而不华，养生适而不奢，大臣正而无欲，执政宽而不苛；故黎民宁其性，百吏保其官。建元之始，崇文修德，天下乂安。其后，邪臣各以伎艺，亏乱至治，外障山海，内兴诸利。杨可告缗，江充禁服，张大夫革令，杜周治狱，罚赎科适，微细并行，不可胜载。夏兰之属妄搏，王温舒之徒妄杀，残吏萌起，扰乱良民。当此之时，百姓不保其首领，豪富莫必其族姓。圣主觉焉，乃刑戮充等，诛灭残贼，以杀死罪之怨，塞天下之责，然居民肆然复安。然其祸累世不复，疮痍至今未息。故百官尚有残贼之政，而强宰尚有强夺之心。大臣擅权而击断，豪猾多党而侵陵，富贵奢侈，贫贱篡杀，女工难成而易弊，车器难就而易败，车不累■，器不终岁，一车千石，一衣十钟。常民文杯画案，机席缉■，婢妾衣纨履丝，匹庶粺饭肉食，里有俗，党有场，康庄驰逐，穷巷蹋鞠，秉耒抱臿，躬耕身织者寡，聚要敛容、傅白黛青者众。无而为有，贫而强夸，文表无里，纨■枲装，生不养，死厚送，葬死殚家，遣女满车，富者欲过，贫者欲及，富者空减，贫者称贷。是以民年急而岁促，贫即寡耻，乏即少廉，此所以刑非诛恶而奸犹不止也。故国有严急之征，即生散不足之疾矣。,儒家
盖桡枉者以直，救文者以质。昔者，晏子相齐，一狐裘三十载。故民奢，示之以俭；民俭，示之以礼。方今公卿大夫子孙，诚能节车舆，适衣服，躬亲节俭，率以敦朴，罢园池，损田宅，内无事乎市列，外无事乎山泽，农夫有所施其功，女工有所粥其业；如是，则气脉和平，无聚不足之病矣。,儒家  
孤子语孝，躄者语杖，贫者语仁，贱者语治。议不在己者易称，从旁议者易是，其当局则乱。故公孙弘布被，倪宽练袍，衣若仆妾，食若庸夫。淮南逆于内，蛮、夷暴于外，盗贼不为禁，奢侈不为节；若疫岁之巫，徒能鼓口耳，何散不足之能治乎？,法家  
高皇帝之时，萧、曹为公，滕、灌之属为卿，济济然斯则贤矣。文、景之际，建元之始，大臣尚有争引守正之义。自此之后，多承意从欲，少敢直言面议而正刺，因公而徇私。故武安丞相讼园田，争曲直人主之前。夫九层之台一倾，公输子不能正；本朝一邪，伊、望不能复。故公孙丞相、倪大夫侧身行道，分禄以养贤，卑己以下士，功业显立，日力不足，无行人子产之继。而葛绎、彭侯之等，隳坏其绪，纰乱其纪，毁其客馆议堂，以为马厩妇舍，无养士之礼，而尚骄矜之色，廉耻陵迟而争于利矣。故良田广宅，民无所之；不耻为利者满朝市，列田畜者弥郡国，横暴掣顿，大第巨舍之旁，道路且不通，此固难医而不可为工。,儒家  
吾闻诸郑长者曰：‘君子正颜色，则远暴嫚；出辞气，则远鄙倍矣。’故言可述，行可则。此有司夙昔所愿睹也。若夫剑客论、博奕辩，盛色而相苏，立权以不相假，使有司不能取贤良之议，而贤良、文学被不逊之名，窃为诸生不取也。公孙龙有言：‘论之为道辩，故不可以不属意，属意相宽，相宽其归争，争而不让，则入于鄙。’今有司以不仁，又蒙素餐，无以更责雪耻矣。县官所招举贤良、文学，而及亲民伟仕，亦未见其能用箴石而医百姓之疾也。,法家  
贾生有言：‘恳言则辞浅而不入，深言则逆耳而失指。’故曰：‘谈何容易。’谈且不易，而况行之乎？此胡建所以不得其死，而吴得几不免于患也。语曰：‘五盗执一良人，枉木恶直绳。’今欲下箴石，通关鬲，则恐有盛、胡之累，怀箴橐艾，则被不工之名。‘狼跋其胡，载踕其尾。’君子之路，行止之道固狭耳。此子石所以叹息也。,儒家  
贤者处大林，遭风雷而不迷。愚者虽处平敞大路，犹暗惑焉。今守、相亲剖符赞拜，莅一郡之众，古方伯之位也。受命专制，宰割千里，不御于内；善恶在于己，己不能故耳，道何狭之有哉？,法家  
古之进士也，乡择而里选，论其才能，然后官之，胜职任然后爵而禄之。故士修之乡曲，升诸朝廷，行之幽隐，明足显著。疏远无失士，小大无遗功。是以贤者进用，不肖者简黜。今吏道杂而不选，富者以财贾官，勇者以死射功。戏车鼎跃，咸出补吏，累功积日，或至卿相。垂青绳，擐银龟，擅杀生之柄，专万民之命。弱者，犹使狼将羊也，其乱必矣。强者，则是予狂夫利剑也，必妄杀生也。是以往者，郡国黎民相乘而不能理，或至锯颈杀不辜而不能正。执纲纪非其道，盖博乱愈甚。古者，封贤禄能，不过百里；百里之中而为都，疆垂不过五十，犹以为一人之身，明不能照，聪不得达，故立卿、大夫、士以佐之，而政治乃备。今守、相或无古诸侯之贤，而莅千里之政，主一郡之众，施圣主之德，擅生杀之法，至重也。非仁人不能任，非其人不能行。一人之身，治乱在己，千里与之转化，不可不熟择也。故人主有私人以财，不私人以官，悬赏以待功，序爵以俟贤，举善若不足，黜恶若仇雠，固为其非功而残百姓也。夫辅主德，开臣途，在于选贤而器使之，择练守、相然后任之。,儒家  
然。为医以拙矣，又多求谢。为吏既多不良矣，又侵渔百姓。长吏厉诸小吏，小吏厉诸百姓。故不患择之不熟，而患求之与得异也；不患其不足也，患其贪而无厌也。,法家  
古之制爵禄也，卿大夫足以润贤厚士，士足以优身及党，庶人为官者，足以代其耕而食其禄。今小吏禄薄，郡国繇役，远至三辅，粟米贵，不足相赡。常居则匮于衣食，有故则卖畜粥业。非徒是也，繇使相遣，官庭摄追，小计权吏，行施乞贷，长吏侵渔，上府下求之县，县求之乡，乡安取之哉？语曰：‘货赂下流，犹水之赴下，不竭不止。’今大川江河饮巨海，巨海受之，而欲溪谷之让流潦；百官之廉，不可得也。夫欲影正者端其表，欲下廉者先之身。故贪鄙在率不在下，教训在政不在民也。,儒家  
贤不肖有质，而贪鄙有性，君子内洁己而不能纯教于彼。故周公非不正管、蔡之邪，子产非不正邓皙之伪也。夫内不从父兄之教，外不畏刑法之罪，周公、子产不能化，必也。今一一则责之有司，有司岂能缚其手足而使之无为非哉？,法家  
驷马不驯，御者之过也。百姓不治，有司之罪也。春秋刺讥不及庶人，责其率也。故古者大夫将临刑，声色不御，刑以当矣，犹三巡而嗟叹之。其耻不能以化而伤其不全也。政教闇而不着，百姓颠蹶而不扶，犹赤子临井焉，听其入也。若此，则何以为民父母？故君子急于教，缓于刑。刑一而正百，杀一而慎万。是以周公诛管、蔡，而子产诛邓皙也。刑诛一施，民遵礼义矣。夫上之化下，若风之靡草，无不从教。何一一而缚之也？,儒家  
古之君子，善善而恶恶。人君不畜恶民，农夫不畜无用之苗。无用之苗，苗之害也；无用之民，民之贼也。鉏一害而众苗成，刑一恶而万民悦。虽周公、孔子不能释刑而用恶。家之有姐子，器皿不居，况姐民乎！民者敖于爱而听刑。故刑所以正民，鉏所以别苗也。,法家  
古者，笃教以导民，明辟以正刑。刑之于治，犹策之于御也。良工不能无策而御、有策而勿用。圣人假法以成教，教成而刑不施。故威厉而不杀，刑设而不犯。今废其纪纲而不能张，坏其礼义而不能防。民陷于网，从而猎之以刑，是犹开其阑牢，发以毒矢也，不尽不止。曾子曰：‘上失其道，民散久矣。如得其情，即哀矜而勿喜。’夫不伤民之不治，而伐己之能得奸，犹弋者睹鸟兽挂罻罗而喜也。今天下之被诛者，不必有管、蔡之邪、邓皙之伪，恐苗尽而不别，民欺而不治也。孔子曰：‘人而不仁，疾之已甚，乱也。’故民乱反之政，政乱反之身，身正而天下定。是以君子嘉善而矜不能，恩及刑人，德润穷夫，施惠悦尔，行刑不乐也。,儒家  
共其地，居是世也，非有灾害疾疫，独以贫穷，非惰则奢也；无奇业旁入，而犹以富给，非俭则力也。今曰施惠悦尔，行刑不乐；则是闵无行之人，而养惰奢之民也。故妄予不为惠，惠恶者不为仁。,法家  
三代之盛无乱萌，教也；夏、商之季世无顺民，俗也。是以王者设庠序，明教化，以防道其民，及政教之洽，性仁而喻善。故礼义立，则耕者让于野；礼义坏，则君子争于朝。人争则乱，乱则天下不均，故或贫或富。富则仁生，赡则争止。昏暮叩人门户，求水火，贪夫不吝，何则？所饶也。夫为政而使菽粟如水火，民安有不仁者乎！,儒家  
博戏驰逐之徒，皆富人子弟，非不足者也。故民饶则僭侈，富则骄奢，坐而委蛇，起而为非，未见其仁也。夫居事不力，用财不节，虽有财如水火，穷乏可立而待也。有民不畜，有司虽助之耕织，其能足之乎？,法家  
周公之相成王也，百姓饶乐，国无穷人，非代之耕织也。易其田畴，薄其税敛，则民富矣。上以奉君亲，下无饥寒之忧，则教可成也。语曰：‘既富矣，又何加焉？曰，教之。’教之以德，齐之以礼，则民徙义而从善，莫不入孝出悌，夫何奢侈暴慢之有？管子曰：‘仓廪实而知礼节，百姓足而知荣辱。’故富民易与适礼。,儒家  
县官之于百姓，若慈父之于子也：忠焉能勿诲乎？爱之而勿劳乎？故春亲耕以劝农，赈贷以赡不足，通滀水，出轻系，使民务时也。蒙恩被泽，而至今犹以贫困，其难与适道若是夫！,法家  
古者，春省耕以补不足，秋省敛以助不给。民勤于财则贡赋省，民勤于力则功筑罕。为民爱力，不夺须臾。故召伯听断于甘棠之下，为妨农业之务也。今时雨澍泽，种悬而不得播，秋稼零落乎野而不得收。田畴赤地，而停落成市，发春而后，悬青幡而策土牛，殆非明主劝耕稼之意，而春令之所谓也。,儒家  
禹、汤圣主，后稷、伊尹贤相也，而有水旱之灾。水旱，天之所为，饥穰，阴阳之运也，非人力。故太岁之数，在阳为旱，在阴为水。六岁一饥，十二岁一荒。天道然，殆非独有司之罪也。,法家  
古者，政有德，则阴阳调，星辰理，风雨时。故行修于内，声闻于外，为善于下，福应于天。周公载纪而天下太平，国无夭伤，岁无荒年。当此之时，而不破块，风不鸣条，旬而一雨，而必以夜。无丘陵高下皆熟。诗曰：‘有渰萋萋，兴雨祁祁。’今不省其所以然，而曰‘阴阳之运也’，非所闻也。孟子曰：‘野有饿殍，不知收也；狗豕食人食，不知检也；为民父母，民饥而死，则曰，非我也，岁也，何异乎以刃杀之，则曰，非我也，兵也？’方今之务，在除饥寒之患，罢盐、铁，退权利，分土地，趣本业，养桑麻，尽地力也。寡功节用，则民自富。如是，则水旱不能忧，凶年不能累也。,儒家  
议者贵其辞约而指明，可于众人之听，不至繁文稠辞，多言害有司化俗之计，而家人语。陶朱为生，本末异径，一家数事，而治生之道乃备。今县官铸农器，使民务本，不营于末，则无饥寒之累。盐、铁何害而罢？,法家  
农，天下之大业也，铁器，民之大用也。器用便利，则用力少而得作多，农夫乐事劝功。用不具，则田畴荒，谷不殖，用力鲜，功自半。器便与不便，其功相什而倍也。县官鼓铸铁器，大抵多为大器，务应员程，不给民用。民用钝弊，割草不痛，是以农夫作剧，得获者少，百姓苦之矣。,儒家  
卒徒工匠，以县官日作公事，财用饶，器用备。家人合会，褊于日而勤于用，铁力不销炼，坚柔不和。故有司请总盐、铁，一其用，平其贾，以便百姓公私。虽虞、夏之为治，不易于此。吏明其教，工致其事，则刚柔和，器用便。此则百姓何苦？而农夫何疾？,法家  
卒徒工匠！故民得占租鼓铸、煮盐之时，盐与五谷同贾，器和利而中用。今县官作铁器，多苦恶，用费不省，卒徒烦而力作不尽。家人相一，父子戮力，各务为善器，器不善者不集。农事急，挽运衍之阡陌之间。民相与市买，得以财货五谷新币易货；或时贳民，不弃作业。置田器，各得其所欲。更繇省约，县官以徒复作缮治道桥诸发，民便之。今总其原，壹其贾，器多坚■，善恶无所择。吏数不在，器难得。家人不能多储，多储则镇生。弃膏腴之日，远市田器，则后良时。盐、铁贾贵，百姓不便。贫民或木耕手耨，土耰淡食。铁官卖器不售或颇赋与民。卒徒作不中呈，时命助之。发征无限，更繇以均剧，故百姓疾苦之。古者，千室之邑，百乘之家，陶冶工商，四民之求，足以相更。故农民不离畦亩，而足乎田器，工人不斩伐而足乎木材，陶冶不耕田而足乎粟米，百姓各得其便，而上无事焉。是以王者务本不作末，去炫耀，除雕琢，湛民以礼，示民以朴，是以百姓务本而不营于末。,儒家  
饰几杖，修樽俎，为宾，非为主也。炫耀奇怪，所以陈四夷，非为民也。夫家人有客，尚有倡优奇变之乐，而况县官乎？故列羽旄，陈戎马，所以示威武，奇虫珍怪，所以示怀广远、明盛德，远国莫不至也。,法家  
王者崇礼施德，上仁义而贱怪力，故圣人绝而不言。孔子曰：‘言忠信，行笃敬，虽蛮、貊之邦，不可弃也。’今万方绝国之君奉贽献者，怀天子之盛德，而欲观中国之礼仪，故设明堂、辟雍以示之，扬干戚、昭雅、颂以风之。今乃以玩好不用之器，奇虫不畜之兽，角抵诸戏，炫耀之物陈夸之，殆与周公之待远方殊。昔周公处谦以卑士，执礼以治天下，辞越裳之贽，见恭让之礼也；既，与入文王之庙，是见大孝之礼也。目睹威仪干戚之容，耳听清歌雅、颂之声，心充至德，欣然以归，此四夷所以慕义内附，非重译狄鞮来观猛兽熊罴也。夫犀象兕虎，南夷之所多也；骡驴馲驼，北狄之常畜也。中国所鲜，外国贱之，南越以孔雀珥门户，昆山之旁，以玉璞抵乌鹊。今贵人之所贱，珍人之所饶，非所以厚中国，明盛德也。隋、和，世之名宝也，而不能安危存亡。故喻德示威，惟贤臣良相，不在犬马珍怪。是以圣王以贤为宝，不以珠玉为宝。昔晏子修之樽俎之间，而折冲乎千里；不能者，虽隋、和满箧，无益于存亡。,儒家  
晏子相齐三君，崔庆无道，劫其君，乱其国，灵公国围；庄公弒死；景公之时，晋人来攻，取垂都，举临菑，边邑削，城郭焚，宫室隳，宝器尽，何冲之所能折乎？由此观之：贤良所言，贤人为宝，则损益无轻重也。,法家  
管仲去鲁入齐，齐霸鲁削，非持其众而归齐也。伍子胥挟弓干阖闾，破楚入郢，非负其兵而适吴也。故贤者所在国重，所去国轻。楚有子玉得臣，文公侧席；虞有宫之奇，晋献不寐。夫贤臣所在，辟除开塞者亦远矣。故春秋曰：‘山有虎豹，葵藿为之不采；国有贤士，边境为之不害’也。,儒家  
鄙语曰：‘贤者容不辱。’以世俗言之，乡曲有桀，人尚辟之。今明天子在上，匈奴公为寇，侵扰边境，是仁义犯而藜藿采。昔狄人侵太王，匡人畏孔子，故不仁者，仁之贼也。是以县官厉武以讨不义，设机械以备不仁。,法家  
匈奴处沙漠之中，生不食之地，天所贱而弃之，无坛宇之居，男女之别，以广野为闾里，以穹庐为家室，衣皮蒙毛，食肉饮血，会市行，牧竖居，如中国之麋鹿耳。好事之臣，求其义，责之礼，使中国干戈至今未息，万里设备，此兔罝之所刺，故小人非公侯腹心干城也。,儒家  
天子者，天下之父母也。四方之众，其义莫不愿为臣妾；然犹修城郭，设关梁，厉武士，备卫于宫室，所以远折难而备万方者也。今匈奴未臣，虽无事，欲释备，如之何？,法家  
吴王所以见禽于越者，以其越近而陵远也。秦所以亡者，以外备胡、越而内亡其政也。夫用军于外，政败于内，备为所患，增主所忧。故人主得其道，则遐迩偕行而归之，文王是也；不得其道，则臣妾为寇，秦王是也。夫文衰则武胜，德盛则备寡。,儒家  
古者，君子立仁修义，以绥其民，故迩者习善，远者顺之。是以孔子仕于鲁，前仕三月及齐平，后仕三月及郑平，务以德安近而绥远。当此之时，鲁无敌国之难，邻境之患。强臣变节而忠顺，故季桓隳其都城。大国畏义而合好，齐人来归郓、讙、龟阴之田。故为政而以德，非独辟害折冲也，所欲不求而自得。今百姓所以嚣嚣，中外不宁者，咎在匈奴。内无室宇之守，外无田畴之积，随美草甘水而驱牧，匈奴不变业，而中国以骚动矣。风合而云解，就之则亡，击之则散，未可一世而举也。,儒家  
古者，明王讨暴卫弱，定倾扶危。卫弱扶危，则小国之君悦；讨暴定倾，则无罪之人附。今不征伐，则暴害不息；不备，则是以黎民委敌也。春秋贬诸侯之后，刺不卒戍。行役戍备，自古有之，非独今也。,法家  
匈奴之地广大，而戎马之足轻利，其势易骚动也。利则虎曳，病则鸟折，辟锋锐而取罢极；少发则不足以更适，多发则民不堪其役。役烦则力罢，用多则财乏。二者不息，则民遗怨。此秦之所以失民心、陨社稷也。古者，天子封畿千里，繇役五百里，胜声相闻，疾病相恤。无过时之师，无踰时之役。内节于民心，而事适其力。是以行者劝务，而止者安业。今山东之戎马甲士戍边郡者，绝殊辽远，身在胡、越、心怀老母。老母垂泣，室妇悲恨，推其饥渴，念其寒苦。诗云：‘昔我往矣，杨柳依依。今我来思，雨雪霏霏。行道迟迟，载渴载饥。我心伤悲，莫之我哀。’故圣人怜其如此，闵其久去父母妻子，暴露中野，居寒苦之地，故春使使者劳赐，举失职者，所以哀远民而慰抚老母也。德惠甚厚，而吏未称奉职承诏以存恤，或侵侮士卒，兴之为市，并力兼作，使之不以理。故士卒失职，而老母妻子感恨也。宋伯姬愁思而宋国火，鲁妾不得意而鲁寝灾。今天下不得其意者，非独西宫之女。宋之老母也。春秋动众则书，重民也。宋人围长葛，讥久役也。君子之用心必若是。,儒家  
先王之道，轶久而难复，贤良、文学之言，深远而难行。夫称上圣之高行，道至德之美言，非当世之所能及也。愿闻方今之急务，可复行于政：使百姓咸足于衣食，无乏困之忧；风雨时，五谷熟，螟螣不生；天下安乐，盗贼不起；流人还归，各反其田里；吏皆廉正，敬以奉职，元元各得其理也。,法家  
孟子曰：‘尧、舜之道，非远人也，而人不思之耳。’诗云：‘求之不得，寤寐思服。’有求如关睢，好德如河广，何不济不得之有？故高山仰止，景行行止，虽不能及，离道不远也。颜渊曰：‘舜独何人也，回何人也？’夫思贤慕能，从善不休，则成、康之俗可致，而唐、虞之道可及。公卿未思也，先王之道，何远之有？齐桓公以诸侯思王政，忧周室，匡诸夏之难，平夷、狄之乱，存亡接绝，信义大行，着于天下。邵陵之会，予之为主。传曰：‘予积也。’故土积而成山阜，水积而成江海，行积而成君子。孔子曰：‘吾于河广，知德之至也。’而欲得之，各反其本，复诸古而已。古者，行役不踰时，春行秋反，秋行春来，寒暑未变，衣服不易，固已还矣。夫妇不失时，人安和如适。狱讼平，刑罚得，则阴阳调，风雨时。上不苛扰，下不烦劳，各修其业，安其性，则螟螣不生，而水旱不起。赋敛省而农不失时，则百姓足，而流人归其田里。上清静而不欲，则下廉而不贪。若今则繇役极远，尽寒苦之地，危难之处，涉胡、越之域，今兹往而来岁旋，父母延颈而西望，男女怨旷而相思，身在东楚，志在西河，故一人行而乡曲恨，一人死而万人悲。诗云：‘王事靡盬，不能艺稷黍，父母何怙？’‘念彼恭人，涕零如雨。岂不怀归？畏此罪罟。’吏不奉法以存抚，倍公任私，各以其权充其嗜欲，人愁苦而怨思，上不恤理，则恶政行而邪气作；邪气作，则虫螟生而水旱起。若此，虽祷祀雩祝，用事百神无时，岂能调阴阳而息盗贼矣？,儒家
盲者口能言白黑，而无目以别之。儒者口能言治乱，而无能以行之。夫坐言不行，则牧童兼乌获之力，蓬头苞尧、舜之德。故使言而近，则儒者何患于治乱，而盲人何患于白黑哉？言之不出，耻躬之不逮。故卑而言高，能言而不能行者，君子耻之矣。,法家
能言而不能行者，国之宝也。能行而不能言者，国之用也。兼此二者，君子也。无一者，牧童、蓬头也。言满天下，德覆四海，周公是也。口言之，躬行之，岂若默然载施其行而已。则执事亦何患何耻之有？今道不举而务小利，慕于不急以乱群意，君子虽贫，勿为可也。药酒，病之利也；正言，治之药也。公卿诚能自强自忍，食文学之至言，去权诡，罢利官，一归之于民，亲以周公之道，则天下治而颂声作。儒者安得治乱而患之乎？,儒家
不轨之民，困桡公利，而欲擅山泽。从文学、贤良之意，则利归于下，而县官无可为者。上之所行则非之，上之所言则讥之，专欲损上徇下，亏主而适臣，尚安得上下之义，君臣之礼？而何颂声能作也？,法家
古者，上取有量，自养有度，乐岁不盗，年饥则肆，用民之力，不过岁三日，籍敛，不过十一。君笃爱，臣尽力，上下交让，天下平。‘浚发尔私’，上让下也。‘遂及我私’，先公职也。孟子曰：‘未有仁而遗其亲，义而后其君也。’君君臣臣，何为其无礼义乎？及周之末涂，德惠塞而嗜欲众，君奢侈而上求多，民困于下，怠于上公，是以有履亩之税，硕鼠之诗作也。卫灵公当隆冬兴众穿池，海春谏曰：‘天寒，百姓冻馁，愿公之罢役也。’公曰：‘天寒哉？我何不寒哉？’人之言曰：‘安者不能恤危，饱者不能食饥。’故余粱肉者难为言隐约，处佚乐者难为言勤苦。夫高堂邃宇、广厦洞房者，不知专屋狭庐、上漏下湿者之■也。系马百驷、货财充内、储陈纳新者，不知有旦无暮、称贷者之急也。广第唐园、良田连比者，不知无运踵之业、窜头宅者之役也。原马被山，牛羊满谷者，不知无孤豚瘠犊者之窭也。高枕谈卧、无叫号者，不知忧私责与吏正戚者之愁也。被纨蹑韦、搏粱啮肥者，不知短褐之寒、糠(米舌)之苦也。从容房闱之间、垂拱持案食者，不知跖耒躬耕者之勤也。乘坚驱良、列骑成行者，不知负檐步行者之劳也。匡床旃席、侍御满侧者，不知负辂挽船、登高绝流者之难也。衣轻暖、被美裘、处温室、载安车者，不知乘边城、飘胡、代、乡清风者之危寒也。妻子好合。子孙保之者，不知老母之憔悴、匹妇之悲恨也。耳听五音、目视弄优者，不知蒙流矢、距敌方外者之死也。东向伏几、振笔如调文者，不知木索之急、棰楚者之痛也。坐旃茵之上，安图籍之言若易然，亦不知步涉者之难也。昔商鞅之任秦也，刑人若刈菅茅，用师若弹丸；从军者暴骨长城，戍漕者辇车相望，生而往，死而旋，彼独非人子耶？故君子仁以恕，义以度，所好恶与天下共之，所不施不仁者。公刘好货，居者有积，行者有囊。太王好色，内无怨女，外无旷夫。文王作刑，国无怨狱。武王行师，士乐为之死，民乐为之用。若斯，则民何苦而怨，何求而讥？,儒家
往者，县官未事胡、越之时，边城四面受敌，北边尤被其苦。先帝绝三方之难，抚从方国，以为蕃蔽，穷极郡国，以讨匈奴。匈奴壤界兽圈，孤弱无与，此困亡之时也。辽远不遂，使得复喘息，休养士马，负绐西域。西域迫近胡寇，沮心内解，必为巨患。是以主上欲扫除，烦仓廪之费也。终日逐禽，罢而释之，则非计也。盖舜绍绪，禹成功。今欲以军兴击之，何如？,法家  
异时，县官修轻赋，公用饶，人富给。其后，保胡、越，通四夷，费用不足。于是兴利害，算车舡，以訾助边，赎罪告缗，与人以患矣。甲士死于军旅，中士罢于转漕，仍之以科适，吏征发极矣。夫劳而息之，极而反本，古之道也，虽舜、禹兴，不能易也。,儒家  
昔夏后底洪水之灾，百姓孔勤，罢于笼臿，及至其后，咸享其功。先帝之时，郡国颇烦于戎事，然亦宽三陲之役。语曰：‘见机不遂者陨功。’一日违敌，累世为患。休劳用供，因弊乘时。帝王之道，圣贤之所不能失也。功业有绪，恶劳而不卒，犹耕者倦休而困止也。夫事辍者无功，耕怠者无获也。,法家  
地广而不德者国危，兵强而凌敌者身亡。虎兕相据，而蝼蚁得志。两敌相抗，而匹夫乘闲。是以圣王见利虑害，见远存近。方今为县官计者，莫若偃兵休士，厚币结和亲，修文德而已。若不恤人之急，不计其难，弊所恃以穷无用之地，亡十获一，非文学之所知也。,儒家  
汉兴以来，修好结和亲，所聘遗单于者甚厚；然不纪重质厚赂之故改节，而暴害滋甚。先帝睹其可以武折，而不可以德怀，故广将帅，招奋击，以诛厥罪；功勋粲然，着于海内，藏于记府，何命‘亡十获一’乎？夫偷安者后危，虑近者忧迩，贤者离俗，智士权行，君子所虑，众庶疑焉。故民可与观成，不可与图始。此有司所独见，而文学所不睹。,法家  
往者，匈奴结和亲，诸夷纳贡，即君臣外内相信，无胡、越之患。当此之时，上求寡而易赡，民安乐而无事，耕田而食，桑麻而衣，家有数年之蓄，县官余货财，闾里耆老，咸及其泽。自是之后，退文任武，苦师劳众，以略无用之地，立郡沙石之间，民不能自守，发屯乘城，挽辇而赡之。愚窃见其亡，不睹其成。,儒家  
